0,0,1,1,I1
1,0,2,1,I7
2,0,3,1,I4
3,0,4,1,I0
4,0,5,1,I9
5,0,6,1,I4
6,0,7,1,I8
7,0,8,1,I8
8,0,9,1,I2
9,0,10,1,I4
10,0,11,1,I5
11,0,12,1,I5
12,0,13,1,I1
13,0,14,1,I7
14,0,15,1,I1
15,0,16,1,I1
16,0,17,1,I5
17,0,18,1,I2
18,0,19,1,I7
19,0,20,1,I6
20,0,21,1,I1
21,0,22,1,I4
22,0,23,1,I2
23,0,24,1,I3
24,0,25,1,I2
25,0,26,1,I2
26,0,27,1,I1
27,0,28,1,I6
28,0,29,1,I8
29,0,30,1,I5
30,0,31,1,I7
31,0,32,1,I6
32,0,33,1,I1
33,0,34,1,I8
34,0,35,1,I9
35,0,36,1,I2
36,0,37,1,I7
37,0,38,1,I9
38,0,39,1,I5
39,0,40,1,I4
40,0,41,1,I3
41,0,42,1,I1
42,0,43,1,I2
43,0,44,1,I3
44,0,45,1,I3
45,0,46,1,I4
46,0,47,1,I1
47,0,48,1,I1
48,0,49,1,I3
49,0,50,1,I8
50,0,51,1,I7
51,0,52,1,I4
52,0,53,1,I2
53,0,54,1,I7
54,0,55,1,I7
55,0,56,1,I9
56,0,57,1,I3
57,0,58,1,I1
58,0,59,1,I9
59,0,60,1,I8
60,0,61,1,I6
61,0,62,1,I5
62,0,63,1,I0
63,0,64,1,I2
64,0,65,1,I8
65,0,66,1,I6
66,0,67,1,I0
67,0,68,1,I2
68,0,69,1,I4
69,0,70,1,I8
70,0,71,1,I6
0,1,1,2,I5
1,1,2,2,I0
2,1,3,2,I9
3,1,4,2,I0
4,1,5,2,I0
5,1,6,2,I6
6,1,7,2,I1
7,1,8,2,I3
8,1,9,2,I8
9,1,10,2,I9
10,1,11,2,I3
11,1,12,2,I4
12,1,13,2,I4
13,1,14,2,I6
14,1,15,2,I0
15,1,16,2,I6
16,1,17,2,I6
17,1,18,2,I1
18,1,19,2,I8
19,1,20,2,I4
20,1,21,2,I9
21,1,22,2,I6
22,1,23,2,I3
23,1,24,2,I7
24,1,25,2,I8
25,1,26,2,I8
26,1,27,2,I2
27,1,28,2,I9
28,1,29,2,I1
29,1,30,2,I3
30,1,31,2,I5
31,1,32,2,I9
32,1,33,2,I8
33,1,34,2,I4
34,1,35,2,I0
35,1,36,2,I7
36,1,37,2,I6
37,1,38,2,I3
38,1,39,2,I6
39,1,40,2,I1
40,1,41,2,I5
41,1,42,2,I4
42,1,43,2,I2
43,1,44,2,I0
44,1,45,2,I9
45,1,46,2,I7
46,1,47,2,I3
47,1,48,2,I7
48,1,49,2,I2
49,1,50,2,I6
50,1,51,2,I0
51,1,52,2,I1
52,1,53,2,I6
53,1,54,2,I5
54,1,55,2,I7
55,1,56,2,I5
56,1,57,2,I4
57,1,58,2,I1
58,1,59,2,I2
59,1,60,2,I0
60,1,61,2,I0
61,1,62,2,I1
62,1,63,2,I4
63,1,64,2,I6
64,1,65,2,I0
65,1,66,2,I7
66,1,67,2,I1
67,1,68,2,I7
68,1,69,2,I7
69,1,70,2,I7
70,1,71,2,I7
0,2,1,3,I3
1,2,2,3,I3
2,2,3,3,I5
3,2,4,3,I9
4,2,5,3,I9
5,2,6,3,I8
6,2,7,3,I1
7,2,8,3,I8
8,2,9,3,I2
9,2,10,3,I6
10,2,11,3,I6
11,2,12,3,I0
12,2,13,3,I3
13,2,14,3,I8
14,2,15,3,I0
15,2,16,3,I1
16,2,17,3,I2
17,2,18,3,I5
18,2,19,3,I0
19,2,20,3,I9
20,2,21,3,I4
21,2,22,3,I7
22,2,23,3,I8
23,2,24,3,I3
24,2,25,3,I5
25,2,26,3,I1
26,2,27,3,I2
27,2,28,3,I0
28,2,29,3,I1
29,2,30,3,I6
30,2,31,3,I4
31,2,32,3,I0
32,2,33,3,I6
33,2,34,3,I1
34,2,35,3,I8
35,2,36,3,I9
36,2,37,3,I8
37,2,38,3,I4
38,2,39,3,I1
39,2,40,3,I4
40,2,41,3,I3
41,2,42,3,I9
42,2,43,3,I8
43,2,44,3,I8
44,2,45,3,I0
45,2,46,3,I8
46,2,47,3,I7
47,2,48,3,I7
48,2,49,3,I8
49,2,50,3,I3
50,2,51,3,I8
51,2,52,3,I3
52,2,53,3,I7
53,2,54,3,I1
54,2,55,3,I0
55,2,56,3,I7
56,2,57,3,I3
57,2,58,3,I4
58,2,59,3,I9
59,2,60,3,I6
60,2,61,3,I5
61,2,62,3,I1
62,2,63,3,I0
63,2,64,3,I9
64,2,65,3,I9
65,2,66,3,I6
66,2,67,3,I8
67,2,68,3,I3
68,2,69,3,I4
69,2,70,3,I8
70,2,71,3,I4
0,3,1,4,I9
1,3,2,4,I9
2,3,3,4,I2
3,3,4,4,I5
4,3,5,4,I5
5,3,6,4,I3
6,3,7,4,I3
7,3,8,4,I3
8,3,9,4,I7
9,3,10,4,I4
10,3,11,4,I3
11,3,12,4,I8
12,3,13,4,I0
13,3,14,4,I8
14,3,15,4,I8
15,3,16,4,I0
16,3,17,4,I6
17,3,18,4,I8
18,3,19,4,I1
19,3,20,4,I9
20,3,21,4,I8
21,3,22,4,I9
22,3,23,4,I7
23,3,24,4,I2
24,3,25,4,I2
25,3,26,4,I8
26,3,27,4,I2
27,3,28,4,I8
28,3,29,4,I9
29,3,30,4,I0
30,3,31,4,I7
31,3,32,4,I8
32,3,33,4,I1
33,3,34,4,I5
34,3,35,4,I8
35,3,36,4,I6
36,3,37,4,I1
37,3,38,4,I2
38,3,39,4,I4
39,3,40,4,I2
40,3,41,4,I5
41,3,42,4,I8
42,3,43,4,I6
43,3,44,4,I2
44,3,45,4,I6
45,3,46,4,I5
46,3,47,4,I3
47,3,48,4,I9
48,3,49,4,I2
49,3,50,4,I4
50,3,51,4,I6
51,3,52,4,I1
52,3,53,4,I8
53,3,54,4,I2
54,3,55,4,I1
55,3,56,4,I1
56,3,57,4,I9
57,3,58,4,I7
58,3,59,4,I6
59,3,60,4,I2
60,3,61,4,I9
61,3,62,4,I5
62,3,63,4,I2
63,3,64,4,I0
64,3,65,4,I0
65,3,66,4,I3
66,3,67,4,I9
67,3,68,4,I1
68,3,69,4,I8
69,3,70,4,I1
70,3,71,4,I9
0,4,1,5,I5
1,4,2,5,I3
2,4,3,5,I2
3,4,4,5,I5
4,4,5,5,I2
5,4,6,5,I5
6,4,7,5,I8
7,4,8,5,I6
8,4,9,5,I7
9,4,10,5,I7
10,4,11,5,I2
11,4,12,5,I2
12,4,13,5,I9
13,4,14,5,I4
14,4,15,5,I1
15,4,16,5,I9
16,4,17,5,I6
17,4,18,5,I9
18,4,19,5,I8
19,4,20,5,I2
20,4,21,5,I5
21,4,22,5,I5
22,4,23,5,I4
23,4,24,5,I9
24,4,25,5,I1
25,4,26,5,I2
26,4,27,5,I5
27,4,28,5,I0
28,4,29,5,I8
29,4,30,5,I3
30,4,31,5,I9
31,4,32,5,I3
32,4,33,5,I9
33,4,34,5,I6
34,4,35,5,I7
35,4,36,5,I9
36,4,37,5,I9
37,4,38,5,I7
38,4,39,5,I6
39,4,40,5,I9
40,4,41,5,I3
41,4,42,5,I5
42,4,43,5,I7
43,4,44,5,I6
44,4,45,5,I6
45,4,46,5,I5
46,4,47,5,I8
47,4,48,5,I2
48,4,49,5,I5
49,4,50,5,I4
50,4,51,5,I4
51,4,52,5,I1
52,4,53,5,I6
53,4,54,5,I1
54,4,55,5,I6
55,4,56,5,I3
56,4,57,5,I3
57,4,58,5,I5
58,4,59,5,I5
59,4,60,5,I3
60,4,61,5,I2
61,4,62,5,I8
62,4,63,5,I2
63,4,64,5,I5
64,4,65,5,I3
65,4,66,5,I6
66,4,67,5,I1
67,4,68,5,I8
68,4,69,5,I6
69,4,70,5,I2
70,4,71,5,I1
0,5,1,6,I4
1,5,2,6,I6
2,5,3,6,I2
3,5,4,6,I9
4,5,5,6,I1
5,5,6,6,I5
6,5,7,6,I0
7,5,8,6,I3
8,5,9,6,I6
9,5,10,6,I4
10,5,11,6,I9
11,5,12,6,I2
12,5,13,6,I9
13,5,14,6,I3
14,5,15,6,I4
15,5,16,6,I4
16,5,17,6,I0
17,5,18,6,I5
18,5,19,6,I9
19,5,20,6,I6
